,backyard_informal_grid
13528,0.0
13529,0.0
13530,0.0
13531,0.0
13532,0.0
13533,0.0
13534,0.0
13535,0.0
13536,0.0
13537,0.0
13538,0.0
13539,0.0
13540,0.0
13541,0.0
13542,0.0
13543,0.0
13544,0.0
13545,0.0
13546,0.0
13547,0.0
13548,0.0
13549,0.0
13550,0.0
13551,0.0
13552,0.0
13553,0.0
13554,0.0
13555,0.0
13556,0.0
13557,0.0
13558,0.0
13559,0.0
13560,0.0
13561,0.0
13562,0.0
13563,0.1917507150781024
13564,0.320753936094902
13565,0.0
13566,0.9065255683168452
13567,0.006133552629207503
13568,0.0
13569,0.0
13570,0.0
13571,0.0
13572,0.0
13573,0.0
13574,0.0
13575,0.0
13576,0.002471360925182465
13577,1.625509327741722
13578,11.78131350515486
13579,3.854656837265024
13580,0.02639658908606747
13581,5.801255797455114
13582,5.424290407129657
13583,3.543299802771957
13584,28.78291256980969
13585,17.41099082737912
13586,0.1158832304552141
13587,0.1158832304552141
13588,0.4753658330738983
13589,0.9232243382941188
13590,0.9899515924477913
13591,0.4407705856563682
13592,1.561160005383334
13593,1.917639663329551
13594,0.0
13595,2.259068613672525
13596,0.8233731410693631
13597,0.760668474552857
13598,1.150491317569512
13599,0.5861665994802538
13600,2.426633658556252
13601,0.0
13602,0.0
13603,0.0
13604,0.0
13605,0.9651941651109821
13606,8.40187694846654
13607,0.8597372517840249
13608,0.0
13609,0.0
13610,0.001876210961506605
13611,0.4163451312720033
13612,0.0
13613,0.0
13614,0.7971131909381284
13615,1.064474453127688
13616,0.0
13617,0.0
13618,0.0
13619,0.0
13620,0.0
13621,0.0
13622,0.0
13623,0.0
13624,0.0
13625,0.0
13626,0.0
13627,0.0
13628,0.0
13629,0.0
13630,0.0
13631,0.0
13632,0.0
13633,0.0
13634,0.0
13635,0.0
13636,0.0
13637,0.0
13638,0.0
13639,0.0
13640,0.0
13641,0.0
13642,0.0
13643,0.0
13644,0.0
13645,0.0
13646,0.0
13647,0.0
13648,0.0
13649,0.0
13650,0.0
13651,0.0
13652,0.0
13653,0.0
13654,0.0
13655,0.0
13656,0.0
13657,0.0
13658,0.0
13659,0.0
13660,0.0
13661,0.0
13662,0.0
13663,0.0
13664,0.0
13665,0.0
13666,0.0
13667,0.0
13668,0.0
13669,0.0
13670,0.0
13671,0.0
13672,0.0
13673,0.0
13674,0.0
13675,0.0
13676,0.0
13677,0.0
13678,0.0
13679,0.0
13680,0.0
13681,0.0
13682,0.0
13683,0.0
13684,0.0
13685,0.0
13686,0.0
13687,0.0
13688,0.0
13689,0.0
13690,0.0
13691,0.0
13692,0.0
13693,0.0
13694,0.0
13695,0.0
13696,0.0
13697,0.0
13698,0.161248213664823
13699,1.83984694493284
13700,0.2549367279791076
13701,0.2331062001467193
13702,0.1642260996172388
13703,1.312213107571629
13704,0.05592959430004579
13705,0.0
13706,0.0
13707,0.0
13708,0.0
13709,0.0
13710,0.0
13711,0.0
13712,0.0
13713,0.0001193255304356691
13714,0.3170956021095139
13715,4.738850229899555
13716,0.2673756381516117
13717,3.123505187357847
13718,14.0961349173351
13719,11.53326199885249
13720,1.008146348990809
13721,22.95629698646709
13722,2.380913163678754
13723,0.103465394433466
13724,0.07842452155704863
13725,0.04468884210644113
13726,3.421346713470162
13727,3.874617019414049
13728,4.180979593588044
13729,1.892100273770845
13730,1.560173214665113
13731,0.0
13732,5.096365732797163
13733,2.655746272519968
13734,0.8995254520873511
13735,1.31732368364205
13736,0.0
13737,1.977897680383135
13738,0.1817499128327854
13739,0.1950287836308016
13740,0.0
13741,0.0
13742,0.04428944485304514
13743,32.40351188194978
13744,11.24522774765914
13745,17.0878507265671
13746,2.771759888391903
13747,0.0
13748,0.0
13749,0.0
13750,0.0
13751,0.0
13752,0.0530426087100932
13753,0.01632040724989864
13754,0.0
13755,0.0
13756,0.0
13757,0.0
13758,0.0
13759,0.0
13760,0.0
13761,0.0
13762,0.0
13763,0.0
13764,0.0
13765,0.0
13766,0.0
13767,0.0
13768,0.0
13769,0.0
13770,0.0
13771,0.0
13772,0.0
13773,0.0
13774,0.0
13775,0.0
13776,0.0
13777,0.0
13778,0.0
13779,0.0
13780,0.0
13781,0.0
13782,0.0
13783,0.0
13784,0.0
13785,0.0
13786,0.0
13787,0.0
13788,0.0
13789,0.0
13790,0.0
13791,0.0
13792,0.0
13793,0.0
13794,0.0
13795,0.0
13796,0.0
13797,0.0
13798,0.0
13799,0.0
13800,0.0
13801,0.0
13802,0.0
13803,0.0
13804,0.0
13805,0.0
13806,0.0
13807,0.0
13808,0.0
13809,0.0
13810,0.0
13811,0.0
13812,0.0
13813,0.0
13814,0.0
13815,0.0
13816,0.0
13817,0.0
13818,0.0
13819,0.0
13820,0.0
13821,0.0
13822,0.0
13823,0.0
13824,0.0
13825,0.0
13826,0.0
13827,0.0
13828,0.0
13829,0.0
13830,0.0
13831,0.0
13832,0.0
13833,0.0
13834,0.0
13835,0.0
13836,0.0
13837,0.0790049603289735
13838,1.922090198268689
13839,0.0
13840,0.1219089783698696
13841,0.9206312763443175
13842,0.8452777480732772
13843,0.06692165459708474
13844,0.0
13845,0.0
13846,0.0
13847,0.0
13848,0.0
13849,0.0
13850,0.0
13851,0.0
13852,0.0
13853,0.0
13854,0.5979615433604476
13855,1.308273488035924
13856,1.57085411436868
13857,1.928721523629839
13858,5.877355903180063
13859,1.224114415096821
13860,0.0
13861,0.0
13862,0.001242255724825197
13863,0.0
13864,0.0
13865,0.0
13866,0.0
13867,4.52535409595696
13868,10.01449175533291
13869,4.213262267395563
13870,7.110298677309776
13871,15.13640115417868
13872,53.82721126792578
13873,13.50519350952772
13874,0.02724056449958267
13875,7.656095214312615
13876,6.76309981040958
13877,6.5071199367101
13878,0.7542682073774715
13879,0.680742661584486
13880,0.001373559407950926
13881,0.0
13882,5.294342469981065
13883,50.85737064100995
13884,13.50265426187482
13885,59.10156790646022
13886,84.16084163214579
13887,0.0
13888,0.09187880978545895
13889,0.3728459720443388
13890,0.03210644956282508
13891,0.8194816310003763
13892,0.7695325025257672
13893,0.2243110869366491
13894,0.0
13895,0.165671401594276
13896,0.0
13897,0.0
13898,0.0
13899,0.0
13900,0.0
13901,0.0
13902,0.0
13903,0.0
13904,0.0
13905,0.0
13906,0.0
13907,0.0
13908,0.0
13909,0.0
13910,0.0
13911,0.0
13912,0.0
13913,0.0
13914,0.0
13915,0.0
13916,0.0
13917,0.0
13918,0.0
13919,0.0
13920,0.0
13921,0.0
13922,0.0
13923,0.0
13924,0.0
13925,0.0
13926,0.0
13927,0.0
13928,0.0
13929,0.0
13930,0.0
13931,0.0
13932,0.0
13933,0.0
13934,0.0
13935,0.0
13936,0.0
13937,0.0
13938,0.0
13939,0.0
13940,0.0
13941,0.0
13942,0.0
13943,0.0
13944,0.0
13945,0.0
13946,0.0
13947,0.0
13948,0.0
13949,0.0
13950,0.0
13951,0.0
13952,0.0
13953,0.0
13954,0.0
13955,0.0
13956,0.0
13957,0.0
13958,0.0
13959,0.0
13960,0.0
13961,0.0
13962,0.0
13963,0.0
13964,0.0
13965,0.0
13966,0.0
13967,0.0
13968,0.0
13969,0.0
13970,0.0
13971,0.0
13972,0.0
13973,0.0
13974,0.0
13975,0.0
13976,0.0
13977,0.0
13978,0.0
13979,0.0
13980,0.002705877266220963
13981,0.5953605010745383
13982,0.004852105479235505
13983,0.0
13984,0.0
13985,0.0
13986,0.0
13987,0.0
13988,0.0
13989,0.0
13990,0.0
13991,0.0
13992,0.0
13993,0.0
13994,2.936768013628924
13995,4.2470079889494
13996,4.578876136744397
13997,1.720146687923947
13998,0.9213669885034583
13999,0.0
14000,0.0
14001,0.0
14002,0.0
14003,0.0
14004,0.0
14005,0.2194335921978474
14006,0.1988793199333629
14007,0.0
14008,3.935862655279058
14009,8.41526115770437
14010,6.276961367312586
14011,15.23767029235857
14012,32.98972873342004
14013,21.9546351734765
14014,3.44612945822348
14015,22.31006250980426
14016,32.15549943356357
14017,6.766388279254118
14018,9.514948648836342
14019,0.9921105579961262
14020,0.1385407942121676
14021,0.0
14022,40.73527653000915
14023,65.8006783245443
14024,27.59625776008767
14025,14.04327239043748
14026,29.26384623234577
14027,0.0
14028,0.008346834122606788
14029,0.5274759633464268
14030,0.001000524002766563
14031,0.5222751187128504
14032,0.4321659865944902
14033,0.1314064226007775
14034,0.0
14035,0.746056282791678
14036,0.4667285351891649
14037,0.01871001669141594
14038,0.08074467885583114
14039,0.03351972568127219
14040,0.01416931767965981
14041,0.0
14042,0.0
14043,0.0
14044,0.0
14045,0.0
14046,0.0
14047,0.0
14048,0.0
14049,0.0
14050,0.0
14051,0.0
14052,0.0
14053,0.0
14054,0.0
14055,0.0
14056,0.0
14057,0.0
14058,0.0
14059,0.0
14060,0.0
14061,0.0
14062,0.0
14063,0.0
14064,0.0
14065,0.0
14066,0.0
14067,0.0
14068,0.0
14069,0.0
14070,0.0
14071,0.0
14072,0.0
14073,0.0
14074,0.0
14075,0.0
14076,0.0
14077,0.0
14078,0.0
14079,0.0
14080,0.0
14081,0.0
14082,0.0
14083,0.0
14084,0.0
14085,0.0
14086,0.0
14087,0.0
14088,0.0
14089,0.0
14090,0.0
14091,0.0
14092,0.0
14093,0.0
14094,0.0
14095,0.0
14096,0.0
14097,0.0
14098,0.0
14099,0.0
14100,0.0
14101,0.0
14102,0.0
14103,0.0
14104,0.0
14105,0.0
14106,0.0
14107,0.0
14108,0.0
14109,0.0
14110,0.0
14111,0.0
14112,0.0
14113,0.0
14114,0.0
14115,0.0
14116,0.0
14117,0.0
14118,0.0
14119,0.0
14120,0.03607564910109205
14121,5.183285464667272e-05
14122,0.0
14123,0.0
14124,0.0
14125,0.0
14126,1.382725228326692
14127,4.345630140464724
14128,8.943382420213307
14129,0.002546605268812304
14130,0.0242168899621067
14131,0.4893313661208812
14132,0.0
14133,0.0
14134,2.258924646344955
14135,6.706367765940279
14136,0.05396337116771928
14137,0.0
14138,0.0
14139,0.0
14140,0.0
14141,0.0
14142,0.0
14143,0.001188815971660004
14144,0.2560470160527651
14145,0.2462977861306765
14146,0.07870104901251951
14147,0.0
14148,0.3708252092934757
14149,0.9422076550468695
14150,5.985529677886861
14151,41.28802841604483
14152,39.33543225688958
14153,39.37295246379974
14154,51.82133535440581
14155,50.93209235171268
14156,75.26742776027682
14157,17.28997586436905
14158,6.25397940942441
14159,0.6391712585385106
14160,0.1584893412842748
14161,0.0
14162,0.6317582424934276
14163,0.0
14164,0.0
14165,0.0
14166,0.0
14167,0.0
14168,0.0
14169,0.001760083915232004
14170,0.5401206673536896
14171,0.6204991651273623
14172,0.0
14173,0.0
14174,0.0
14175,0.2422030247780583
14176,0.3804359142444854
14177,0.01453291285719864
14178,0.1159260613324176
14179,0.1159260613324176
14180,0.1125024544303904
14181,0.03487416770248753
14182,0.0
14183,0.0
14184,0.0
14185,0.0
14186,0.0
14187,0.0
14188,0.0
14189,0.0
14190,0.0
14191,0.0
14192,0.0
14193,0.0
14194,0.0
14195,0.0
14196,0.0
14197,0.0
14198,0.0
14199,0.0
14200,0.0
14201,0.0
14202,0.0
14203,0.0
14204,0.0
14205,0.0
14206,0.0
14207,0.0
14208,0.0
14209,0.0
14210,0.0
14211,0.0
14212,0.0
14213,0.0
14214,0.0
14215,0.0
14216,0.0
14217,0.0
14218,0.0
14219,0.0
14220,0.0
14221,0.0
14222,0.0
14223,0.0
14224,0.0
14225,0.0
14226,0.0
14227,0.0
14228,0.0
14229,0.0
14230,0.0
14231,0.0
14232,0.0
14233,0.0
14234,0.0
14235,0.0
14236,0.0
14237,0.0
14238,0.0
14239,0.0
14240,0.0
14241,0.0
14242,0.0
14243,0.0
14244,0.0
14245,0.0
14246,0.0
14247,0.0
14248,0.0
14249,0.0
14250,0.0
14251,0.0
14252,0.0
14253,0.0
14254,0.0
14255,0.0
14256,0.0
14257,0.0
14258,0.0
14259,0.0
14260,1.400682383804584
14261,0.5904382072619248
14262,0.0
14263,0.8168173645911742
14264,1.08259145367753
14265,0.0
14266,0.08349055338140923
14267,3.608580737995714
14268,2.645143479624802
14269,0.0
14270,0.0
14271,1.322772171043085
14272,1.165322310770421
14273,0.2895703279941383
14274,0.5653269766192548
14275,2.762558216648413
14276,0.2714638518778217
14277,0.0
14278,0.0
14279,0.0
14280,0.0
14281,0.0
14282,0.0
14283,0.0
14284,0.0
14285,0.0
14286,0.0
14287,0.0
14288,0.0
14289,0.0
14290,17.88715434360084
14291,104.6292899065451
14292,91.219255832985
14293,43.03411846425776
14294,59.82138819762802
14295,29.9357345285966
14296,19.20542741190632
14297,14.54325579105119
14298,0.6391712585385106
14299,0.6222724182595096
14300,0.0
14301,0.0
14302,0.0
14303,0.0
14304,0.0
14305,0.5116045911498958
14306,0.0
14307,0.0
14308,0.3058203414274447
14309,1.688278020338594
14310,1.208830816604987
14311,1.426479912880599
14312,1.004859774714302
14313,0.8829932458370412
14314,0.0
14315,0.0
14316,0.0
14317,0.005658223808553344
14318,0.1157800174021285
14319,0.1159260613324176
14320,0.1159260613324176
14321,0.115572260557682
14322,0.07818361624262503
14323,0.03263926269187679
14324,0.0
14325,0.0
14326,0.0
14327,0.0
14328,0.0
14329,0.0
14330,0.0
14331,0.0
14332,0.0
14333,0.0
14334,0.0
14335,0.0
14336,0.0
14337,0.0
14338,0.0
14339,0.0
14340,0.0
14341,0.0
14342,0.0
14343,0.0
14344,0.0
14345,0.0
14346,0.0
14347,0.0
14348,0.0
14349,0.0
14350,0.0
14351,0.0
14352,0.0
14353,0.0
14354,0.0
14355,0.0
14356,0.0
14357,0.0
14358,0.0
14359,0.0
14360,0.0
14361,0.0
14362,0.0
14363,0.0
14364,0.0
14365,0.0
14366,0.0
14367,0.0
14368,0.0
14369,0.0
14370,0.0
14371,0.0
14372,0.0
14373,0.0
14374,0.0
14375,0.0
14376,0.0
14377,0.0
14378,0.0
14379,0.0
14380,0.0
14381,0.0
14382,0.0
14383,0.0
14384,0.0
14385,0.0
14386,0.0
14387,0.0
14388,0.0
14389,0.0
14390,0.0
14391,0.0
14392,0.0
14393,0.0
14394,0.0
14395,0.0
14396,0.0
14397,0.0
14398,0.0
14399,0.0
14400,0.6853533746521085
14401,0.3759662121068057
14402,1.413833670281208
14403,3.377354396076312
14404,0.4478011547394776
14405,1.410375571973649
14406,0.5907195866240139
14407,2.337832089944452
14408,2.672009353490107
14409,0.6347567732818881
14410,0.07993594342573505
14411,0.02099115162682677
14412,2.481790854038549
14413,0.5932635978490147
14414,0.06248488726731929
14415,0.03811864148763798
14416,0.6369981671048888
14417,0.0
14418,0.0
14419,0.0
14420,0.0
14421,0.0
14422,1.796570719700362
14423,0.0
14424,0.0
14425,0.0
14426,0.0
14427,0.0
14428,0.0
14429,0.0
14430,17.8474329531484
14431,86.41396970754313
14432,97.6745440319725
14433,51.56356779251529
14434,38.73897934083369
14435,68.37010128960156
14436,219.4352262282935
14437,39.48960180013939
14438,0.6391712585385106
14439,0.4045294753725534
14440,0.1984458241170291
14441,0.01643389426992205
14442,0.0
14443,2.932467926843169
14444,34.12864878374413
14445,36.49469860733002
14446,0.0
14447,0.0
14448,53.52185725120944
14449,8.17609651839321
14450,2.505074673373259
14451,1.294860358598184
14452,1.113789717345151
14453,2.001095158597663
14454,0.0
14455,0.0
14456,0.0
14457,0.001587606739894825
14458,0.09177031821349864
14459,0.1159260613324176
14460,0.1159260613324176
14461,0.1159260613324176
14462,0.09353121727889505
14463,0.01056379169603233
14464,0.0
14465,0.0
14466,0.0
14467,0.0
14468,0.0
14469,0.0
14470,0.0
14471,0.0
14472,0.0
14473,0.0
14474,0.0
14475,0.0
14476,0.0
14477,0.0
14478,0.0
14479,0.0
14480,0.0
14481,0.0
14482,0.0
14483,0.0
14484,0.0
14485,0.0
14486,0.0
14487,0.0
14488,0.0
14489,0.0
14490,0.0
14491,0.0
14492,0.0
14493,0.0
14494,0.0
14495,0.0
14496,0.0
14497,0.0
14498,0.0
14499,0.0
14500,0.0
14501,0.0
14502,0.0
14503,0.0
14504,0.0
14505,0.0
14506,0.0
14507,0.0
14508,0.0
14509,0.0
14510,0.0
14511,0.0
14512,0.0
14513,0.0
14514,0.0
14515,0.0
14516,0.0
14517,0.0
14518,0.0
14519,0.0
14520,0.0
14521,0.0
14522,0.0
14523,0.0
14524,0.0
14525,0.0
14526,0.0
14527,0.0
14528,0.0
14529,0.0
14530,0.0
14531,0.0
14532,0.0
14533,0.0
14534,0.0
14535,0.0
14536,0.0
14537,0.0
14538,0.0
14539,0.0
14540,0.0
14541,0.1641199228569419
14542,0.614989583137987
14543,0.0
14544,0.0
14545,0.0
14546,0.0
14547,0.0
14548,0.0
14549,0.05631144437318231
14550,0.2224398712776234
14551,0.0
14552,0.0
14553,0.4775792122225367
14554,0.1084642453569669
14555,0.2963782194490583
14556,0.3412789238443321
14557,0.0
14558,0.0
14559,0.0
14560,0.1406807092852749
14561,5.306632504572135
14562,253.918711128198
14563,93.6440473430507
14564,202.6473419345029
14565,196.8770281087924
14566,17.53003919686243
14567,20.80987859726766
14568,7.503238522116676
14569,14.85832832186288
14570,41.5887740786882
14571,62.01936893375937
14572,61.7387384896593
14573,74.3720079259204
14574,52.2015130783406
14575,28.64517478576789
14576,253.3960005805859
14577,140.4891346135512
14578,0.3568988783051281
14579,0.0007678734143086578
14580,0.8293056891990854
14581,3.118405495338204
14582,0.0
14583,2.435659180521698
14584,4.935483914301762
14585,5.188433188613785
14586,5.361928539333769
14587,22.33372530888771
14588,244.4901050102659
14589,130.9956859576355
14590,27.49851955043693
14591,0.5576750324934421
14592,1.104392957808023
14593,0.0
14594,0.0
14595,0.2375136736109979
14596,0.04520483755161638
14597,0.09061289869151012
14598,0.1015596476285859
14599,0.1159260613324176
14600,0.1159260613324176
14601,0.1159260613324176
14602,0.03905274924620863
14603,0.0
14604,0.0
14605,0.0
14606,0.0
14607,0.0
14608,0.0
14609,0.0
14610,0.0
14611,0.0
14612,0.0
14613,0.0
14614,0.0
14615,0.0
14616,0.0
14617,0.0
14618,0.0
14619,0.0
14620,0.0
14621,0.0
14622,0.0
14623,0.0
14624,0.0
14625,0.0
14626,0.0
14627,0.0
14628,0.0
14629,0.0
14630,0.0
14631,0.0
14632,0.0
14633,0.0
14634,0.0
14635,0.0
14636,0.0
14637,0.0
14638,0.0
14639,0.0
14640,0.0
14641,0.0
14642,0.0
14643,0.0
14644,0.0
14645,0.0
14646,0.0
14647,0.0
14648,0.0
14649,0.0
14650,0.0
14651,0.0
14652,0.0
14653,0.0
14654,0.0
14655,0.0
14656,0.0
14657,0.0
14658,0.0
14659,0.0
14660,0.0
14661,0.0
14662,0.0
14663,0.0
14664,0.0
14665,0.0
14666,0.0
14667,0.0
14668,0.0
14669,0.0
14670,0.0
14671,0.0
14672,0.0
14673,0.0
14674,0.0
14675,0.0
14676,0.0
14677,0.0
14678,0.0
14679,0.0
14680,0.0
14681,0.0
14682,0.0
14683,0.0
14684,0.0
14685,0.0
14686,0.0
14687,0.0
14688,0.0
14689,0.0
14690,0.0
14691,0.0
14692,0.006616812478029916
14693,0.08139817187901377
14694,0.0
14695,0.02319203769844238
14696,0.2000612744611664
14697,0.0
14698,0.02001205326463958
14699,0.7924398267257025
14700,0.6441645875264652
14701,12.93788410059482
14702,114.1658158408804
14703,108.572200712977
14704,329.341449288543
14705,291.4112391810354
14706,16.47514969705017
14707,51.60794454410983
14708,37.81498722680798
14709,80.4989972589288
14710,161.3166930842576
14711,130.4254230158124
14712,140.1259898694823
14713,72.74488868305626
14714,25.97609896797807
14715,76.10293168476056
14716,20.3018098709571
14717,0.3245832030899611
14718,0.1285958010340419
14719,0.08563457032438099
14720,1.727240684735975
14721,4.426163455815567
14722,0.0
14723,4.197319793164039
14724,3.695577591942399
14725,8.240483960128392
14726,20.77667221399452
14727,31.81734090145452
14728,307.9519384449111
14729,317.2380393601882
14730,13.22167324796713
14731,1.495134603635726
14732,0.2264826986655337
14733,4.418666229902399
14734,0.3373691873695123
14735,0.7666015360531736
14736,0.08600415583008333
14737,0.1159260613324176
14738,0.1159260613324176
14739,0.1159260613324176
14740,0.1159260613324176
14741,0.1159260613324176
14742,0.01794150146378761
14743,0.0
14744,0.0
14745,0.0
14746,0.0
14747,0.0
14748,0.0
14749,0.0
14750,0.0
14751,0.0
14752,0.0
14753,0.0
14754,0.0
14755,0.0
14756,0.0
14757,0.0
14758,0.0
14759,0.0
14760,0.0
14761,0.0
14762,0.0
14763,0.0
14764,0.0
14765,0.0
14766,0.0
14767,0.0
14768,0.0
14769,0.0
14770,0.0
14771,0.0
14772,0.0
14773,0.0
14774,0.0
14775,0.0
14776,0.0
14777,0.0
14778,0.0
14779,0.0
14780,0.0
14781,0.0
14782,0.0
14783,0.0
14784,0.0
14785,0.0
14786,0.0
14787,0.0
14788,0.0
14789,0.0
14790,0.0
14791,0.0
14792,0.0
14793,0.0
14794,0.0
14795,0.0
14796,0.0
14797,0.0
14798,0.0
14799,0.0
14800,0.0
14801,0.0
14802,0.0
14803,0.0
14804,0.0
14805,0.0
14806,0.0
14807,0.0
14808,0.0
14809,0.0
14810,0.0
14811,0.0
14812,0.0
14813,0.0
14814,0.0
14815,0.0
14816,0.0
14817,0.0
14818,0.0
14819,0.0
14820,0.0
14821,0.0
14822,0.0
14823,0.0
14824,0.0
14825,0.0
14826,0.0
14827,0.0
14828,0.0
14829,0.0
14830,0.0
14831,0.0
14832,0.453496660956482
14833,0.4590359339853057
14834,0.0
14835,0.002173147058620308
14836,0.0
14837,0.0
14838,0.1252750405824721
14839,7.496516965299077
14840,0.6028396630989898
14841,1.152819322587019
14842,6.898527124974958
14843,17.6682266416016
14844,96.66392761507774
14845,541.0313418871903
14846,22.64547285077026
14847,126.6542277047114
14848,97.33583709369255
14849,86.08921852713824
14850,111.7502836704132
14851,26.79711979848968
14852,120.8700111317797
14853,165.9359825000471
14854,208.7462812228043
14855,144.8854412841881
14856,118.4854867553415
14857,0.2305083978245991
14858,0.4424051830029134
14859,1.500818139890301
14860,5.040442097775804
14861,5.992665141733847
14862,0.5771291683020154
14863,5.274574544208777
14864,21.99478744316928
14865,8.957775349936442
14866,1.25811833896213
14867,2.074101799552381
14868,1.281930580073813
14869,0.822484996129807
14870,0.1724537970716668
14871,0.4432803576539362
14872,0.7278609722003196
14873,2.003867541978517
14874,3.593734943296993
14875,0.4447823449060091
14876,0.268537027033933
14877,0.1159260613324176
14878,0.1159260613324176
14879,0.1159260613324176
14880,0.1159260613324176
14881,0.1010686895372003
14882,3.717192398408156e-05
14883,0.0
14884,0.0
14885,0.0
14886,0.0
14887,0.0
14888,0.0
14889,0.0
14890,0.0
14891,0.0
14892,0.0
14893,0.0
14894,0.0
14895,0.0
14896,0.0
14897,0.0
14898,0.0
14899,0.0
14900,0.0
14901,0.0
14902,0.0
14903,0.0
14904,0.0
14905,0.0
14906,0.0
14907,0.0
14908,0.0
14909,0.0
14910,0.0
14911,0.0
14912,0.0
14913,0.0
14914,0.0
14915,0.0
14916,0.0
14917,0.0
14918,0.0
14919,0.0
14920,0.0
14921,0.0
14922,0.0
14923,0.0
14924,0.0
14925,0.0
14926,0.0
14927,0.0
14928,0.0
14929,0.0
14930,0.0
14931,0.0
14932,0.0
14933,0.0
14934,0.0
14935,0.0
14936,0.0
14937,0.0
14938,0.0
14939,0.0
14940,0.0
14941,0.0
14942,0.0
14943,0.0
14944,0.0
14945,0.0
14946,0.0
14947,0.0
14948,0.0
14949,0.0
14950,0.0
14951,0.0
14952,0.0
14953,0.0
14954,0.0
14955,0.2663240762148952
14956,0.0
14957,0.0
14958,0.0
14959,0.0
14960,0.0
14961,0.0
14962,0.0
14963,0.0
14964,0.0
14965,0.0
14966,0.0
14967,0.0
14968,0.0
14969,0.0
14970,0.0
14971,0.0
14972,0.0
14973,0.0
14974,0.0
14975,0.2072080013562744
14976,0.7552666590443387
14977,0.03589977183959796
14978,0.0
14979,70.63937322584025
14980,2.236007013903033
14981,0.02851553336049108
14982,7.604004861790944
14983,4.325502123797053
14984,1.303851134356508
14985,8.869537711103046
14986,38.2295228684382
14987,117.2822211961264
14988,69.25388216975901
14989,67.80134562503346
14990,47.87504225599159
14991,124.5765209800132
14992,158.1699166188839
14993,150.0679655098141
14994,96.07355613189111
14995,12.7146801472848
14996,0.0
14997,0.0
14998,0.0
14999,0.0
15000,0.0
15001,0.0
15002,0.850466466792234
15003,43.3462348589899
15004,63.17980472863404
15005,7.87944263660298
15006,7.249511429005506
15007,53.47538729105007
15008,69.49920823944854
15009,0.001383138061320694
15010,0.3108772651043895
15011,1.052587048998811
15012,1.052188119816396
15013,4.250819082115089
15014,2.540961874442933
15015,0.5986005037729297
15016,0.3674259355755846
15017,0.1159260613324176
15018,0.1159260613324176
15019,0.1159260613324176
15020,0.1159260613324176
15021,0.06834416016676553
15022,0.0
15023,0.0
15024,0.0
15025,0.0
15026,0.0
15027,0.0
15028,0.0
15029,0.0
15030,0.0
15031,0.0
15032,0.0
15033,0.0
15034,0.0
15035,0.0
15036,0.0
15037,0.0
15038,0.0
15039,0.0
15040,0.0
15041,0.0
15042,0.0
15043,0.0
15044,0.0
15045,0.0
15046,0.0
15047,0.0
15048,0.0
15049,0.0
15050,0.0
15051,0.0
15052,0.0
15053,0.0
15054,0.0
15055,0.0
15056,0.0
15057,0.0
15058,0.0
15059,0.0
15060,0.0
15061,0.0
15062,0.0
15063,0.0
15064,0.0
15065,0.0
15066,0.0
15067,0.0
15068,0.0
15069,0.0
15070,0.0
15071,0.0
15072,0.0
15073,0.0
15074,0.0
15075,0.0
15076,0.0
15077,0.0
15078,0.0
15079,0.0
15080,0.0
15081,0.0
15082,0.0
15083,0.0
15084,0.0
15085,0.0
15086,0.0
15087,0.0
15088,0.0
15089,0.0
15090,0.0
15091,0.0
15092,0.0
15093,0.0
15094,0.06454977691765496
15095,0.0
15096,0.0
15097,0.0
15098,0.0
15099,0.0
15100,0.0
15101,0.0
15102,0.0
15103,0.0
15104,0.0
15105,0.0
15106,0.0
15107,0.0
15108,0.0
15109,0.0
15110,0.0
15111,0.0
15112,0.0
15113,0.0
15114,0.0
15115,0.0
15116,0.0
15117,0.1297894635526647
15118,0.4566791565140155
15119,10.6945905218146
15120,43.59190830564631
15121,25.33392984863937
15122,1.434943467895015
15123,3.148644863419606
15124,0.7379373915981475
15125,0.1218980886430878
15126,1.935915828480532
15127,49.07568462317595
15128,34.8946647961497
15129,40.62053607625615
15130,9.20840121437762
15131,1.518931232821202
15132,5.529924524770753
15133,1.111381497080559
15134,0.0005096421912235137
15135,0.0
15136,0.0
15137,0.0
15138,0.0
15139,0.0
15140,0.0
15141,0.0
15142,1.284139685284731
15143,40.86712194978814
15144,81.42167466536218
15145,22.03412423295427
15146,69.99213153363274
15147,98.10919209969498
15148,20.73462068532762
15149,6.524354891142482
15150,1.95894903011409
15151,1.98174972933321
15152,2.443969111383913
15153,6.048658630803457
15154,0.2528424189550642
15155,1.4600898039192
15156,0.2897045199658027
15157,0.1159260613324176
15158,0.1159260613324176
15159,0.1159260613324176
15160,0.1159260613324176
15161,0.03558245884509012
15162,0.0
15163,0.0
15164,0.0
15165,0.0
15166,0.0
15167,0.0
15168,0.0
15169,0.0
15170,0.0
15171,0.0
15172,0.0
15173,0.0
15174,0.0
15175,0.0
15176,0.0
15177,0.0
15178,0.0
15179,0.0
15180,0.0
15181,0.0
15182,0.0
15183,0.0
15184,0.0
15185,0.0
15186,0.0
15187,0.0
15188,0.0
15189,0.0
15190,0.0
15191,0.0
15192,0.0
15193,0.0
15194,0.0
15195,0.0
15196,0.0
15197,0.0
15198,0.0
15199,0.0
15200,0.0
15201,0.0
15202,0.0
15203,0.0
15204,0.0
15205,0.0
15206,0.0
15207,0.0
15208,0.0
15209,0.0
